Title,Company,Location,Apply 
b'DevOps Engineer w zespole Data Analytics (freelance)',b'PwC Polska',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/devops-engineer-w-zespole-data-analytics-freelance-at-pwc-polska-3385517690?refId=mhr6%2FxLCU0l9tVcy7tHkHA%3D%3D&trackingId=ZIGtdXE40H3IzJ%2FMU7kjWA%3D%3D&position=13&pageNum=25&trk=public_jobs_jserp-result_search-card'
b'People Analytics Expert in Financial Crime Unit',b'PwC Polska',"b'Gda\xc5\x84sk, Pomorskie, Poland'",b'https://pl.linkedin.com/jobs/view/people-analytics-expert-in-financial-crime-unit-at-pwc-polska-3384378291?refId=mhr6%2FxLCU0l9tVcy7tHkHA%3D%3D&trackingId=%2BJMnpIcarKRTzPRZEh1kVg%3D%3D&position=14&pageNum=25&trk=public_jobs_jserp-result_search-card'
b'Data Engineer with Snowflake',b'EY',"b'Wroc\xc5\x82aw, Dolno\xc5\x9bl\xc4\x85skie, Poland'",b'https://pl.linkedin.com/jobs/view/data-engineer-with-snowflake-at-ey-3278933485?refId=mhr6%2FxLCU0l9tVcy7tHkHA%3D%3D&trackingId=abBSGYDZKuGCS4iH8m4V3w%3D%3D&position=15&pageNum=25&trk=public_jobs_jserp-result_search-card'
b'IBM TM1 Planning Analytics Specialist',b'Huntsman Corporation',"b'Cracow, Ma\xc5\x82opolskie, Poland'",b'https://pl.linkedin.com/jobs/view/ibm-tm1-planning-analytics-specialist-at-huntsman-corporation-3258903445?refId=mhr6%2FxLCU0l9tVcy7tHkHA%3D%3D&trackingId=yvkCnfSspZZaiTtvk6Q6JQ%3D%3D&position=16&pageNum=25&trk=public_jobs_jserp-result_search-card'
b'Data Engineer with Snowflake',b'EY',"b'Pozna\xc5\x84, Wielkopolskie, Poland'",b'https://pl.linkedin.com/jobs/view/data-engineer-with-snowflake-at-ey-3274291400?refId=mhr6%2FxLCU0l9tVcy7tHkHA%3D%3D&trackingId=gE7CKmrVA6LCcmaZ%2FQOHjg%3D%3D&position=17&pageNum=25&trk=public_jobs_jserp-result_search-card'
b'Web Engineer (Content Management) (m/f/x)- Hybrid/ Remote',b'HERE Technologies',"b'Cracow, Ma\xc5\x82opolskie, Poland'",b'https://pl.linkedin.com/jobs/view/web-engineer-content-management-m-f-x-hybrid-remote-at-here-technologies-3360558231?refId=mhr6%2FxLCU0l9tVcy7tHkHA%3D%3D&trackingId=N5p7xZsYv5aBAeK1%2Bsnejg%3D%3D&position=18&pageNum=25&trk=public_jobs_jserp-result_search-card'
b'Omada Identity Consultant',b'Accenture Poland',"b'Wroc\xc5\x82aw, Dolno\xc5\x9bl\xc4\x85skie, Poland'",b'https://pl.linkedin.com/jobs/view/omada-identity-consultant-at-accenture-poland-3371238481?refId=mhr6%2FxLCU0l9tVcy7tHkHA%3D%3D&trackingId=7G10aijAIWKmZUamvYlkQQ%3D%3D&position=19&pageNum=25&trk=public_jobs_jserp-result_search-card'
b'QA Engineer \xe2\x80\x93 German Speaker',b'BlackSwan Technologies',b'Poland',b'https://pl.linkedin.com/jobs/view/qa-engineer-%E2%80%93-german-speaker-at-blackswan-technologies-3373431390?refId=mhr6%2FxLCU0l9tVcy7tHkHA%3D%3D&trackingId=6WgrXBcCljHzS2gPE%2Frpeg%3D%3D&position=20&pageNum=25&trk=public_jobs_jserp-result_search-card'
b'Embedded & Desktop Linux Software Engineer - Optimisation',b'Canonical',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/embedded-desktop-linux-software-engineer-optimisation-at-canonical-3357672301?refId=mhr6%2FxLCU0l9tVcy7tHkHA%3D%3D&trackingId=KSo0wn5q%2BTmYdHkv%2Fv%2Fp%2Bg%3D%3D&position=21&pageNum=25&trk=public_jobs_jserp-result_search-card'
b'Data Processing Scala developer',b'Evolution',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/data-processing-scala-developer-at-evolution-3364509073?refId=mhr6%2FxLCU0l9tVcy7tHkHA%3D%3D&trackingId=vGHQFgvZ6sEnOocBGO2hkA%3D%3D&position=22&pageNum=25&trk=public_jobs_jserp-result_search-card'
b'Analyst (OT Convergence) - Technology',b'EY',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/analyst-ot-convergence-technology-at-ey-3341235546?refId=mhr6%2FxLCU0l9tVcy7tHkHA%3D%3D&trackingId=4UR7A6xJDYj2hoiuiFITSA%3D%3D&position=23&pageNum=25&trk=public_jobs_jserp-result_search-card'
"b'Product Manager - SQL - PostgresQL, MySQL, SQL Server'",b'Canonical',"b'Wroc\xc5\x82aw, Dolno\xc5\x9bl\xc4\x85skie, Poland'",b'https://pl.linkedin.com/jobs/view/product-manager-sql-postgresql-mysql-sql-server-at-canonical-3384553874?refId=mhr6%2FxLCU0l9tVcy7tHkHA%3D%3D&trackingId=xF%2F%2BikDFlruST%2FAN6cWAYQ%3D%3D&position=24&pageNum=25&trk=public_jobs_jserp-result_search-card'
b'Regional R&D Administrator',b'Barry Callebaut Group',"b'\xc5\x81\xc3\xb3d\xc5\xba, \xc5\x81\xc3\xb3dzkie, Poland'",b'https://pl.linkedin.com/jobs/view/regional-r-d-administrator-at-barry-callebaut-group-3407868797?refId=mhr6%2FxLCU0l9tVcy7tHkHA%3D%3D&trackingId=ATNSKEGCtZinWZale%2BCAKA%3D%3D&position=25&pageNum=25&trk=public_jobs_jserp-result_search-card'
b'Azure Data Engineer - GTM0597',b'Frontiers',b'Poland',b'https://pl.linkedin.com/jobs/view/azure-data-engineer-gtm0597-at-frontiers-3369637680?refId=aVG0x9UURiVAf6wmdZ%2BGow%3D%3D&trackingId=%2F6FVxc3D2b0xCVe7jfvucg%3D%3D&position=1&pageNum=26&trk=public_jobs_jserp-result_search-card'
b'Technical Integration Lead',b'Bayer',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/technical-integration-lead-at-bayer-sp-z-o-o-3383824288?refId=aVG0x9UURiVAf6wmdZ%2BGow%3D%3D&trackingId=ERSBqALYNlL4TVRi7fDChw%3D%3D&position=2&pageNum=26&trk=public_jobs_jserp-result_search-card'
b'Ekspert naukowy ds. obr\xc3\xb3bki danych',b'HeadHR',b'Poland',b'https://pl.linkedin.com/jobs/view/ekspert-naukowy-ds-obr%C3%B3bki-danych-at-headhr-3401871942?refId=aVG0x9UURiVAf6wmdZ%2BGow%3D%3D&trackingId=vVjMrI3gV63vidwChhIxFg%3D%3D&position=3&pageNum=26&trk=public_jobs_jserp-result_search-card'
b'Data Reporting Associate (PMO analyst) with German/ French/ Dutch',b'Spring Professional',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/data-reporting-associate-pmo-analyst-with-german-french-dutch-at-spring-professional-3380459864?refId=aVG0x9UURiVAf6wmdZ%2BGow%3D%3D&trackingId=OhcENZqaJjUKSZSdAQbp4g%3D%3D&position=4&pageNum=26&trk=public_jobs_jserp-result_search-card'
b'Data Engineer with Snowflake',b'EY',"b'Katowice, \xc5\x9al\xc4\x85skie, Poland'",b'https://pl.linkedin.com/jobs/view/data-engineer-with-snowflake-at-ey-3278933484?refId=aVG0x9UURiVAf6wmdZ%2BGow%3D%3D&trackingId=QYRngw6vDF3nyAPqygh%2FPA%3D%3D&position=5&pageNum=26&trk=public_jobs_jserp-result_search-card'
b'Hybrid Mobile Developer [online recruitment]',b'Capgemini',"b'Wroc\xc5\x82aw, Dolno\xc5\x9bl\xc4\x85skie, Poland'",b'https://pl.linkedin.com/jobs/view/hybrid-mobile-developer-online-recruitment-at-capgemini-3389941233?refId=aVG0x9UURiVAf6wmdZ%2BGow%3D%3D&trackingId=0b20JKG2n3vdPiRrW9TEuw%3D%3D&position=6&pageNum=26&trk=public_jobs_jserp-result_search-card'
b'Developer Marketing Automation',b'PwC Polska',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/developer-marketing-automation-at-pwc-polska-3266821426?refId=aVG0x9UURiVAf6wmdZ%2BGow%3D%3D&trackingId=%2BTBTLa9vmeHfl4Yp59Gtcg%3D%3D&position=7&pageNum=26&trk=public_jobs_jserp-result_search-card'
"b'Group IT Engineer, DB Services'",b'Ardagh Group',"b'Radomsko, \xc5\x81\xc3\xb3dzkie, Poland'",b'https://pl.linkedin.com/jobs/view/group-it-engineer-db-services-at-ardagh-group-3228355583?refId=aVG0x9UURiVAf6wmdZ%2BGow%3D%3D&trackingId=GlRSwaQ%2BPR2xjbH0tdsWvQ%3D%3D&position=8&pageNum=26&trk=public_jobs_jserp-result_search-card'
b'Backend Engineer (Poland Remote)',b'ClickUp',b'Poland',b'https://pl.linkedin.com/jobs/view/backend-engineer-poland-remote-at-clickup-3386265007?refId=aVG0x9UURiVAf6wmdZ%2BGow%3D%3D&trackingId=7kupHTb5ukAtzhyZhdzeBQ%3D%3D&position=9&pageNum=26&trk=public_jobs_jserp-result_search-card'
b'Remote Computer Vision Research Engineer Jobs',b'Turing',b'Poland',b'https://pl.linkedin.com/jobs/view/remote-computer-vision-research-engineer-jobs-at-turing-3390712449?refId=aVG0x9UURiVAf6wmdZ%2BGow%3D%3D&trackingId=3b8eFkjwVr0So4OkrYor2A%3D%3D&position=10&pageNum=26&trk=public_jobs_jserp-result_search-card'
b'DevSecOps Engineer- Poland Based',b'Security On-Demand',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/devsecops-engineer-poland-based-at-security-on-demand-3371630872?refId=aVG0x9UURiVAf6wmdZ%2BGow%3D%3D&trackingId=LuNRnYWYYfNcyxgAW0S6og%3D%3D&position=11&pageNum=26&trk=public_jobs_jserp-result_search-card'
b'SDS ANALYST',b'McCormick & Company',"b'\xc5\x81\xc3\xb3d\xc5\xba, \xc5\x81\xc3\xb3dzkie, Poland'",b'https://pl.linkedin.com/jobs/view/sds-analyst-at-mccormick-company-3325548129?refId=aVG0x9UURiVAf6wmdZ%2BGow%3D%3D&trackingId=Dwx5tjvcZ9U0nt6MX82YIw%3D%3D&position=12&pageNum=26&trk=public_jobs_jserp-result_search-card'
b'VIE - Business Finance Specialist - Warsaw',b'Schneider Electric',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/vie-business-finance-specialist-warsaw-at-schneider-electric-3383108913?refId=aVG0x9UURiVAf6wmdZ%2BGow%3D%3D&trackingId=Yl1I4l%2Fow%2B8y9C6QMl%2BgIA%3D%3D&position=13&pageNum=26&trk=public_jobs_jserp-result_search-card'
b'Embedded & Desktop Linux Software Engineer - Optimisation',b'Canonical',"b'Wroc\xc5\x82aw, Dolno\xc5\x9bl\xc4\x85skie, Poland'",b'https://pl.linkedin.com/jobs/view/embedded-desktop-linux-software-engineer-optimisation-at-canonical-3357670534?refId=aVG0x9UURiVAf6wmdZ%2BGow%3D%3D&trackingId=%2F3i5TkMI32g1SbY5uzjulg%3D%3D&position=14&pageNum=26&trk=public_jobs_jserp-result_search-card'
b'Quant Strats Intenship 2023 in Wroclaw',b'Jobs via eFinancialCareers',"b'Wroc\xc5\x82aw, Dolno\xc5\x9bl\xc4\x85skie, Poland'",b'https://pl.linkedin.com/jobs/view/quant-strats-intenship-2023-in-wroclaw-at-jobs-via-efinancialcareers-3389205653?refId=aVG0x9UURiVAf6wmdZ%2BGow%3D%3D&trackingId=3hgsk4jgE5Dmq1yLVvBSPQ%3D%3D&position=15&pageNum=26&trk=public_jobs_jserp-result_search-card'
b'Remote AI/ML Engineer Jobs',b'Turing',b'Poland',b'https://pl.linkedin.com/jobs/view/remote-ai-ml-engineer-jobs-at-turing-3390715127?refId=aVG0x9UURiVAf6wmdZ%2BGow%3D%3D&trackingId=yH43UicAL50eVyWFu1hXVw%3D%3D&position=16&pageNum=26&trk=public_jobs_jserp-result_search-card'
b'Remote Machine Learning Engineer Jobs',b'Turing',b'Poland',b'https://pl.linkedin.com/jobs/view/remote-machine-learning-engineer-jobs-at-turing-3390723338?refId=aVG0x9UURiVAf6wmdZ%2BGow%3D%3D&trackingId=ibxVWE5H0IbF1G5aN7%2F0hg%3D%3D&position=17&pageNum=26&trk=public_jobs_jserp-result_search-card'
b'Developer Marketing Automation',b'PwC Polska',"b'Cracow, Ma\xc5\x82opolskie, Poland'",b'https://pl.linkedin.com/jobs/view/developer-marketing-automation-at-pwc-polska-3266818847?refId=aVG0x9UURiVAf6wmdZ%2BGow%3D%3D&trackingId=8877aCv5RLeRwjPmYzkVuA%3D%3D&position=18&pageNum=26&trk=public_jobs_jserp-result_search-card'
b'Azure BI Platform Engineer',b'DXC Technology',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/azure-bi-platform-engineer-at-dxc-technology-3364516425?refId=aVG0x9UURiVAf6wmdZ%2BGow%3D%3D&trackingId=%2BaWB9iwrSwwYbBYp937rOw%3D%3D&position=19&pageNum=26&trk=public_jobs_jserp-result_search-card'
b'Automotive Engineer ADAS',b'ZF Group',"b'Cz\xc4\x99stochowa, \xc5\x9al\xc4\x85skie, Poland'",b'https://pl.linkedin.com/jobs/view/automotive-engineer-adas-at-zf-group-3389132312?refId=aVG0x9UURiVAf6wmdZ%2BGow%3D%3D&trackingId=1Rbvq4wLwn57FiBbj0rRNg%3D%3D&position=20&pageNum=26&trk=public_jobs_jserp-result_search-card'
"b'Azure DevOps Engineer (Krak\xc3\xb3w, PL, 31-155)'",b'Danish Crown',"b'Cracow, Ma\xc5\x82opolskie, Poland'",b'https://pl.linkedin.com/jobs/view/azure-devops-engineer-krak%C3%B3w-pl-31-155-at-danish-crown-3266347498?refId=aVG0x9UURiVAf6wmdZ%2BGow%3D%3D&trackingId=1H53P8VsyVXXV10jyVIfbg%3D%3D&position=22&pageNum=26&trk=public_jobs_jserp-result_search-card'
b'Equipment Master Data Expert',b'Cargotec',"b'Gda\xc5\x84sk, Pomorskie, Poland'",b'https://pl.linkedin.com/jobs/view/equipment-master-data-expert-at-cargotec-3407263681?refId=aVG0x9UURiVAf6wmdZ%2BGow%3D%3D&trackingId=vPEr1PLup2vpMZbtVX2H4Q%3D%3D&position=23&pageNum=26&trk=public_jobs_jserp-result_search-card'
b'MS Dynamics CRM Developer',b'Netcompany',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/ms-dynamics-crm-developer-at-netcompany-3246835157?refId=aVG0x9UURiVAf6wmdZ%2BGow%3D%3D&trackingId=upgAw41p8gFiDWYyhxqVWA%3D%3D&position=24&pageNum=26&trk=public_jobs_jserp-result_search-card'
b'Administrator baz danych i systemu ERP (SQL)',b'BayWa r.e. EMEA',"b'Zabierz\xc3\xb3w, Ma\xc5\x82opolskie, Poland'",b'https://pl.linkedin.com/jobs/view/administrator-baz-danych-i-systemu-erp-sql-at-baywa-r-e-emea-3369873806?refId=eWeQW6wOfmRvonymRZpZOA%3D%3D&trackingId=QQU7Z%2FbuhPhgUp8ZjAOOMw%3D%3D&position=1&pageNum=27&trk=public_jobs_jserp-result_search-card'
b'ServiceNow Dashboards Developer',b'NATEK',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/servicenow-dashboards-developer-at-natek-3313767739?refId=eWeQW6wOfmRvonymRZpZOA%3D%3D&trackingId=nyVyuExRsMEvawuGWnyU3w%3D%3D&position=2&pageNum=27&trk=public_jobs_jserp-result_search-card'
b'Data Platform DevOps Engineer',b'Jobs via eFinancialCareers',"b'Katowice, \xc5\x9al\xc4\x85skie, Poland'",b'https://pl.linkedin.com/jobs/view/data-platform-devops-engineer-at-jobs-via-efinancialcareers-3393120576?refId=eWeQW6wOfmRvonymRZpZOA%3D%3D&trackingId=PFqDBlb%2B9jfQmxLnzJVSSg%3D%3D&position=3&pageNum=27&trk=public_jobs_jserp-result_search-card'
b'Full Stack + JavaScript Data Services Developer',b'Luxoft',b'Poland',b'https://pl.linkedin.com/jobs/view/full-stack-%2B-javascript-data-services-developer-at-luxoft-3394315813?refId=eWeQW6wOfmRvonymRZpZOA%3D%3D&trackingId=1qSnNPXlZW%2BJIYnv256nDA%3D%3D&position=4&pageNum=27&trk=public_jobs_jserp-result_search-card'
b'2023 Business Internship in Swiss Bank in Wroclaw - May',b'Jobs via eFinancialCareers',"b'Wroc\xc5\x82aw, Dolno\xc5\x9bl\xc4\x85skie, Poland'",b'https://pl.linkedin.com/jobs/view/2023-business-internship-in-swiss-bank-in-wroclaw-may-at-jobs-via-efinancialcareers-3400906924?refId=eWeQW6wOfmRvonymRZpZOA%3D%3D&trackingId=TEHH0XTYMokI5HOPX8h4Kw%3D%3D&position=5&pageNum=27&trk=public_jobs_jserp-result_search-card'
b'Full Stack + JavaScript Data Services Developer',b'Luxoft',b'Poland',b'https://pl.linkedin.com/jobs/view/full-stack-%2B-javascript-data-services-developer-at-luxoft-3376228713?refId=eWeQW6wOfmRvonymRZpZOA%3D%3D&trackingId=ZoU%2BJFSztx3VcvqWbEzU9w%3D%3D&position=6&pageNum=27&trk=public_jobs_jserp-result_search-card'
b'Remote Python Developer Jobs',b'Turing',b'Poland',b'https://pl.linkedin.com/jobs/view/remote-python-developer-jobs-at-turing-3390712524?refId=eWeQW6wOfmRvonymRZpZOA%3D%3D&trackingId=b6YB1h8jc3ihR8Milk8j8g%3D%3D&position=7&pageNum=27&trk=public_jobs_jserp-result_search-card'
b'Developer Marketing Automation',b'PwC Polska',"b'Wroc\xc5\x82aw, Dolno\xc5\x9bl\xc4\x85skie, Poland'",b'https://pl.linkedin.com/jobs/view/developer-marketing-automation-at-pwc-polska-3266817858?refId=eWeQW6wOfmRvonymRZpZOA%3D%3D&trackingId=5umswFL%2FY2j%2BoZci4o1qhA%3D%3D&position=8&pageNum=27&trk=public_jobs_jserp-result_search-card'
b'Network Administrator',b'ERGO Technology & Services',b'Gdansk Metropolitan Area',b'https://pl.linkedin.com/jobs/view/network-administrator-at-ergo-technology-services-3277030757?refId=eWeQW6wOfmRvonymRZpZOA%3D%3D&trackingId=0D0494Dpeei3AXrm2qQ6bg%3D%3D&position=9&pageNum=27&trk=public_jobs_jserp-result_search-card'
b'Software Engineer with AWS - Derived Data Team',b'IHS Markit',b'Tarnow Metropolitan Area',b'https://pl.linkedin.com/jobs/view/software-engineer-with-aws-derived-data-team-at-ihs-markit-3246070150?refId=eWeQW6wOfmRvonymRZpZOA%3D%3D&trackingId=xGTrxJZFmtK%2B0zZT9pX65A%3D%3D&position=10&pageNum=27&trk=public_jobs_jserp-result_search-card'
b'Big Data Engineer with Scala/Java',b'Luxoft Poland',"b'Cracow, Ma\xc5\x82opolskie, Poland'",b'https://pl.linkedin.com/jobs/view/big-data-engineer-with-scala-java-at-luxoft-poland-3325059799?refId=eWeQW6wOfmRvonymRZpZOA%3D%3D&trackingId=sMQgXFcVMh9868oTOI3Izg%3D%3D&position=11&pageNum=27&trk=public_jobs_jserp-result_search-card'
b'HR Services/ Payroll Specialist - Part time',b'GfK',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/hr-services-payroll-specialist-part-time-at-gfk-3402616103?refId=eWeQW6wOfmRvonymRZpZOA%3D%3D&trackingId=HwCnZvPmhOESwwtOV7bTzQ%3D%3D&position=12&pageNum=27&trk=public_jobs_jserp-result_search-card'
b'Senior .Net Developer',b'EY',"b'Warsaw, Mazowieckie, Poland'",b'https://pl.linkedin.com/jobs/view/senior-net-developer-at-ey-3385980881?refId=eWeQW6wOfmRvonymRZpZOA%3D%3D&trackingId=FpVtIshXMlbcf6YxOhMEtg%3D%3D&position=13&pageNum=27&trk=public_jobs_jserp-result_search-card'
b'GPU Kernel Library Software Developer',b'Luxoft Poland',"b'Gda\xc5\x84sk, Pomorskie, Poland'",b'https://pl.linkedin.com/jobs/view/gpu-kernel-library-software-developer-at-luxoft-poland-3363633465?refId=eWeQW6wOfmRvonymRZpZOA%3D%3D&trackingId=IEZjjR1lAr0WNfh0Mqo0Aw%3D%3D&position=14&pageNum=27&trk=public_jobs_jserp-result_search-card'
b'Salesforce Data Engineer',b'Frontiers',b'Poland',b'https://pl.linkedin.com/jobs/view/salesforce-data-engineer-at-frontiers-3372335841?refId=eWeQW6wOfmRvonymRZpZOA%3D%3D&trackingId=L3%2BDuGCG2wq8FY3dqixnxg%3D%3D&position=15&pageNum=27&trk=public_jobs_jserp-result_search-card'
b'Remote Python Developer Jobs',b'Turing',b'Poland',b'https://pl.linkedin.com/jobs/view/remote-python-developer-jobs-at-turing-3390712584?refId=eWeQW6wOfmRvonymRZpZOA%3D%3D&trackingId=tb5Zrxq20scGppg2sk%2B1Cw%3D%3D&position=16&pageNum=27&trk=public_jobs_jserp-result_search-card'
b'Developer Marketing Automation',b'PwC Polska',"b'Gda\xc5\x84sk, Pomorskie, Poland'",b'https://pl.linkedin.com/jobs/view/developer-marketing-automation-at-pwc-polska-3266818848?refId=eWeQW6wOfmRvonymRZpZOA%3D%3D&trackingId=2o1O6fxSFo8SfHo0Q8kP7w%3D%3D&position=17&pageNum=27&trk=public_jobs_jserp-result_search-card'
b'Full Stack + JavaScript Data Services Developer',b'Luxoft',b'Poland',b'https://pl.linkedin.com/jobs/view/full-stack-%2B-javascript-data-services-developer-at-luxoft-3376004157?refId=eWeQW6wOfmRvonymRZpZOA%3D%3D&trackingId=y8KrWj%2BXBQVgzTNh9zw%2B0w%3D%3D&position=18&pageNum=27&trk=public_jobs_jserp-result_search-card'
b'Java Software Engineer',b'NorthGravity',b'Krakow Metropolitan Area',b'https://pl.linkedin.com/jobs/view/java-software-engineer-at-northgravity-3380089417?refId=eWeQW6wOfmRvonymRZpZOA%3D%3D&trackingId=3BEPqHNFEhAEUmN%2B4oGfow%3D%3D&position=19&pageNum=27&trk=public_jobs_jserp-result_search-card'
b'E2E Supply Chain Data Expert (m/w/d)',b'ZF Group',"b'Cz\xc4\x99stochowa, \xc5\x9al\xc4\x85skie, Poland'",b'https://pl.linkedin.com/jobs/view/e2e-supply-chain-data-expert-m-w-d-at-zf-group-3385694520?refId=eWeQW6wOfmRvonymRZpZOA%3D%3D&trackingId=TmWQ1PBHsPkmyMKKW4Tmlg%3D%3D&position=20&pageNum=27&trk=public_jobs_jserp-result_search-card'
b'Remote Data Engineer Jobs',b'Turing',b'Poland',b'https://pl.linkedin.com/jobs/view/remote-data-engineer-jobs-at-turing-3390714154?refId=eWeQW6wOfmRvonymRZpZOA%3D%3D&trackingId=8Jlgyol8gloTfTDeITbfwA%3D%3D&position=21&pageNum=27&trk=public_jobs_jserp-result_search-card'
b'Software Engineer with AWS - Derived Data Team',b'IHS Markit',b'Gdansk Metropolitan Area',b'https://pl.linkedin.com/jobs/view/software-engineer-with-aws-derived-data-team-at-ihs-markit-3246067329?refId=eWeQW6wOfmRvonymRZpZOA%3D%3D&trackingId=7Xd9tJ0rymMH2jlF68fnzw%3D%3D&position=22&pageNum=27&trk=public_jobs_jserp-result_search-card'
b'Full Stack + JavaScript Data Services Developer',b'Luxoft Poland',b'Krakow Metropolitan Area',b'https://pl.linkedin.com/jobs/view/full-stack-%2B-javascript-data-services-developer-at-luxoft-poland-3373345367?refId=eWeQW6wOfmRvonymRZpZOA%3D%3D&trackingId=QoBTqZ%2B%2BSBJ6SIZDzfq0iQ%3D%3D&position=23&pageNum=27&trk=public_jobs_jserp-result_search-card'
b'Developer Marketing Automation',b'PwC Polska',"b'Katowice, \xc5\x9al\xc4\x85skie, Poland'",b'https://pl.linkedin.com/jobs/view/developer-marketing-automation-at-pwc-polska-3266818846?refId=eWeQW6wOfmRvonymRZpZOA%3D%3D&trackingId=EhZrpOfYGFbPHIbyIrgKaQ%3D%3D&position=24&pageNum=27&trk=public_jobs_jserp-result_search-card'
b'Remote Machine Learning Engineer Jobs',b'Turing',b'Poland',b'https://pl.linkedin.com/jobs/view/remote-machine-learning-engineer-jobs-at-turing-3390721531?refId=eWeQW6wOfmRvonymRZpZOA%3D%3D&trackingId=YqWFL4pgKotkxC9wzLNDBw%3D%3D&position=25&pageNum=27&trk=public_jobs_jserp-result_search-card'
b'GPU Kernel Library Software Developer',b'Luxoft Poland',"b'Gda\xc5\x84sk, Pomorskie, Poland'",b'https://pl.linkedin.com/jobs/view/gpu-kernel-library-software-developer-at-luxoft-poland-3363633465?refId=unSAXfTwfm62nEwkmnnazA%3D%3D&trackingId=aF6rxdWDO2GG6j8aXYXvEw%3D%3D&position=1&pageNum=28&trk=public_jobs_jserp-result_search-card'
b'Developer Marketing Automation',b'PwC Polska',"b'Gda\xc5\x84sk, Pomorskie, Poland'",b'https://pl.linkedin.com/jobs/view/developer-marketing-automation-at-pwc-polska-3266818848?refId=unSAXfTwfm62nEwkmnnazA%3D%3D&trackingId=P67WwU6dhp39yA%2FLPdqOAg%3D%3D&position=2&pageNum=28&trk=public_jobs_jserp-result_search-card'
b'Salesforce Data Engineer',b'Frontiers',b'Poland',b'https://pl.linkedin.com/jobs/view/salesforce-data-engineer-at-frontiers-3372335841?refId=unSAXfTwfm62nEwkmnnazA%3D%3D&trackingId=8l7ReMPNf1sDitRCxYnQIQ%3D%3D&position=3&pageNum=28&trk=public_jobs_jserp-result_search-card'
b'Remote Python Developer Jobs',b'Turing',b'Poland',b'https://pl.linkedin.com/jobs/view/remote-python-developer-jobs-at-turing-3390712584?refId=unSAXfTwfm62nEwkmnnazA%3D%3D&trackingId=EwZDkRpPGYNtainIcCcJjg%3D%3D&position=4&pageNum=28&trk=public_jobs_jserp-result_search-card'
b'Remote Python Back-End Developer Jobs',b'Turing',b'Poland',b'https://pl.linkedin.com/jobs/view/remote-python-back-end-developer-jobs-at-turing-3390718291?refId=unSAXfTwfm62nEwkmnnazA%3D%3D&trackingId=BwmIs4HNKIF%2B4kQWqpK%2Bpg%3D%3D&position=5&pageNum=28&trk=public_jobs_jserp-result_search-card'
b'Java Software Engineer',b'NorthGravity',b'Krakow Metropolitan Area',b'https://pl.linkedin.com/jobs/view/java-software-engineer-at-northgravity-3380089417?refId=unSAXfTwfm62nEwkmnnazA%3D%3D&trackingId=PffBwPHC%2FRYI1yOTkcr7Tg%3D%3D&position=6&pageNum=28&trk=public_jobs_jserp-result_search-card'
b'E2E Supply Chain Data Expert (m/w/d)',b'ZF Group',"b'Cz\xc4\x99stochowa, \xc5\x9al\xc4\x85skie, Poland'",b'https://pl.linkedin.com/jobs/view/e2e-supply-chain-data-expert-m-w-d-at-zf-group-3385694520?refId=unSAXfTwfm62nEwkmnnazA%3D%3D&trackingId=GQkrSdmYJ%2FPwJJQhMnuu4Q%3D%3D&position=7&pageNum=28&trk=public_jobs_jserp-result_search-card'
b'Remote Data Engineer Jobs',b'Turing',b'Poland',b'https://pl.linkedin.com/jobs/view/remote-data-engineer-jobs-at-turing-3390714154?refId=unSAXfTwfm62nEwkmnnazA%3D%3D&trackingId=j0KGrsE0T78iJKNB3la7OQ%3D%3D&position=8&pageNum=28&trk=public_jobs_jserp-result_search-card'
b'Software Engineer with AWS - Derived Data Team',b'IHS Markit',b'Gdansk Metropolitan Area',b'https://pl.linkedin.com/jobs/view/software-engineer-with-aws-derived-data-team-at-ihs-markit-3246067329?refId=unSAXfTwfm62nEwkmnnazA%3D%3D&trackingId=p80FjPqyTD8pSn2yIUWisA%3D%3D&position=9&pageNum=28&trk=public_jobs_jserp-result_search-card'
b'Developer Marketing Automation',b'PwC Polska',"b'Katowice, \xc5\x9al\xc4\x85skie, Poland'",b'https://pl.linkedin.com/jobs/view/developer-marketing-automation-at-pwc-polska-3266818846?refId=unSAXfTwfm62nEwkmnnazA%3D%3D&trackingId=gu0i4601bYbEaduc2%2FeB6Q%3D%3D&position=10&pageNum=28&trk=public_jobs_jserp-result_search-card'
